Country or Area,Year(s),WEALTH QUINTILE,Value
Senegal,2005,,59.1
Senegal,2005,,138.6
Senegal,2005,,75.5
Senegal,2005,,22.6
Senegal,2005,Q1 (Poorest),168.3
Senegal,2005,Q2,153.9
Senegal,2005,Q3,111.8
Senegal,2005,Q4,66.1
Senegal,2005,Q5 (Richest),37.1
Senegal,1997,,135.8
Senegal,1997,,82.6
Senegal,1997,,27.9
Senegal,1997,Q1 (Poorest),185.1
Senegal,1997,Q2,148.4
Senegal,1997,Q3,116.4
Senegal,1997,Q4,87.7
Senegal,1997,Q5 (Richest),35.8
Sierra Leone,2008,,195.2
Sierra Leone,2008,,151.8
Sierra Leone,2008,,59.9
Sierra Leone,2008,Q1 (Poorest),193.1
Sierra Leone,2008,Q2,176.7
Sierra Leone,2008,Q3,177.9
Sierra Leone,2008,Q4,137.6
Sierra Leone,2008,Q5 (Richest),75.8
Sierra Leone,2008,,95.6
South Africa,1998,,134.2
South Africa,1998,,113.2
South Africa,1998,,70.1
South Africa,1998,Q1 (Poorest),110.4
South Africa,1998,Q2,100.8
South Africa,1998,Q3,74.4
South Africa,1998,Q4,65.4
South Africa,1998,Q5 (Richest),29.6
South Africa,1998,,59
Swaziland,2006,,215.3
Swaziland,2006,,156.8
Swaziland,2006,,82.3
Swaziland,2006,Q1 (Poorest),152.4
Swaziland,2006,Q2,139
Swaziland,2006,Q3,103.6
Swaziland,2006,Q4,86.4
Swaziland,2006,Q5 (Richest),91
Timor-Leste,2009,,73.9
Timor-Leste,2009,,105.5
Timor-Leste,2009,,36
Timor-Leste,2009,Q1 (Poorest),62.6
Timor-Leste,2009,Q2,58
Timor-Leste,2009,Q3,70.6
Timor-Leste,2009,Q4,50.8
Timor-Leste,2009,Q5 (Richest),35.4
Timor-Leste,2009,,58.7
Togo,1998,,118.8
Togo,1998,Q1 (Poorest),147.3
Togo,1998,Q2,133.4
Togo,1998,Q3,109.8
Togo,1998,Q4,74.3
Togo,1998,Q5 (Richest),36.3
Togo,1998,,147.5
Togo,1998,,78
Togo,1998,,22.5
Uganda,2006,,174.4
Uganda,2006,Q1 (Poorest),228.1
Uganda,2006,Q2,196.6
Uganda,2006,Q3,162.2
Uganda,2006,Q4,151.4
Uganda,2006,Q5 (Richest),93.6
Uganda,2006,,240
Uganda,2006,,193.1
Uganda,2006,,74.4
Uganda,2000,,259.4
Uganda,2000,,217.4
Uganda,2000,,80.9
Uganda,1995,,231.4
Uganda,1995,,207.9
Uganda,1995,,117.2
Uganda,1995,Q1 (Poorest),225.9
Uganda,1995,Q2,198.3
Uganda,1995,Q3,216.2
Uganda,1995,Q4,198.7
Uganda,1995,Q5 (Richest),157.6
Ukraine,2007,Q1 (Poorest),48.2
Ukraine,2007,Q2,36.2
Ukraine,2007,Q3,23.5
Ukraine,2007,Q4,20.3
Ukraine,2007,Q5 (Richest),23.5
Ukraine,2007,,28.2
United Republic of Tanzania,2010,,237.7
United Republic of Tanzania,2010,,150.2
United Republic of Tanzania,2010,,29.4
United Republic of Tanzania,2010,Q1 (Poorest),176.4
United Republic of Tanzania,2010,Q2,169.4
United Republic of Tanzania,2010,Q3,145.5
United Republic of Tanzania,2010,Q4,120.6
United Republic of Tanzania,2010,Q5 (Richest),68.2
United Republic of Tanzania,2004,,92.3
United Republic of Tanzania,2004,,193.6
United Republic of Tanzania,2004,,139.4
United Republic of Tanzania,2004,,28
United Republic of Tanzania,2004,Q1 (Poorest),184.8
United Republic of Tanzania,2004,Q2,166.2
United Republic of Tanzania,2004,Q3,165.8
United Republic of Tanzania,2004,Q4,135.6
United Republic of Tanzania,2004,Q5 (Richest),77.3
United Republic of Tanzania,1999,,157.1
United Republic of Tanzania,1999,,142.2
United Republic of Tanzania,1999,,34
United Republic of Tanzania,1999,Q1 (Poorest),194.6
United Republic of Tanzania,1999,Q2,154.9
United Republic of Tanzania,1999,Q3,146.6
United Republic of Tanzania,1999,Q4,136.7
United Republic of Tanzania,1999,Q5 (Richest),87
United Republic of Tanzania,1996,,170
United Republic of Tanzania,1996,,129.7
United Republic of Tanzania,1996,,37.2
United Republic of Tanzania,1996,Q1 (Poorest),151
United Republic of Tanzania,1996,Q2,127.4
United Republic of Tanzania,1996,Q3,147.3
United Republic of Tanzania,1996,Q4,149.8
United Republic of Tanzania,1996,Q5 (Richest),91.7
Uzbekistan,1996,Q1 (Poorest),53.2
Uzbekistan,1996,Q2,53.2
Uzbekistan,1996,Q3,65
Uzbekistan,1996,Q4,61.4
Uzbekistan,1996,Q5 (Richest),44.3
Uzbekistan,1996,,56
Zambia,2007,,225.2
Zambia,2007,,205.5
Zambia,2007,,88.1
Zambia,2007,Q1 (Poorest),218.8
Zambia,2007,Q2,184.7
Zambia,2007,Q3,186.4
Zambia,2007,Q4,156.6
Zambia,2007,Q5 (Richest),68.7
Zambia,2001,,223.2
Zambia,2001,,194.6
Zambia,2001,,94.2
Zambia,2001,Q1 (Poorest),209.8
Zambia,2001,Q2,202
Zambia,2001,Q3,184.4
Zambia,2001,Q4,151.8
Zambia,2001,Q5 (Richest),88
Zambia,1996,,180.5
Zambia,1996,,185.2
Zambia,1996,,97.7
Zambia,1996,Q1 (Poorest),202.9
Zambia,1996,Q2,156.4
Zambia,1996,Q3,169.8
Zambia,1996,Q4,155.6
Zambia,1996,Q5 (Richest),102.4
Zambia,1996,,175.2
Zimbabwe,2010,Q1 (Poorest),176.4
Zimbabwe,2010,Q2,138.5
Zimbabwe,2010,Q3,143
Zimbabwe,2010,Q4,110.6
Zimbabwe,2010,Q5 (Richest),48.7
Zimbabwe,2010,,187.5
Zimbabwe,2010,,94.2
Zimbabwe,2010,,144
Zimbabwe,2005,,159.3
Zimbabwe,2005,,81.8
Zimbabwe,2005,Q1 (Poorest),154.7
Zimbabwe,2005,Q2,128.3
Zimbabwe,2005,Q3,106.2
Zimbabwe,2005,Q4,112.2
Zimbabwe,2005,Q5 (Richest),47.4
Zimbabwe,1999,,175.6
Zimbabwe,1999,,166.3
Zimbabwe,1999,,80.1
Zimbabwe,1999,,83.2
Zimbabwe,1999,Q1 (Poorest),149.9
Zimbabwe,1999,Q2,119
Zimbabwe,1999,Q3,109
Zimbabwe,1999,Q4,117.2
Zimbabwe,1999,Q5 (Richest),69.9
Zimbabwe,1994,,161.5
Zimbabwe,1994,,155.6
Zimbabwe,1994,,72.4
Zimbabwe,1994,Q1 (Poorest),148
Zimbabwe,1994,Q2,137.4
Zimbabwe,1994,Q3,84.6
Zimbabwe,1994,Q4,112.1
Zimbabwe,1994,Q5 (Richest),68.1
